run_id,task,model,seed,horizon,skill,change_skill,moved_region_change_skill,proprio_skill,param_count,flops_per_forward_estimate,train_step_time_ms,mamba_backend,deterministic_encode_max_abs_diff
pusht_stage2c_pred_adaln_depth1_lance_h4_seed235,PushT,AdaLN,235,5,0.5925102451904753,0.729454168823683,0.6466467531874309,0.9960807962008144,343480,,273.2290047609999,,0.0
pusht_stage2c_pred_adaln_depth1_lance_h4_seed235,PushT,AdaLN,235,6,0.6063195096215883,0.7374444481282536,0.6589436494129106,0.9956977830258451,343480,,273.2290047609999,,0.0
pusht_stage2c_pred_adaln_depth1_lance_h4_seed236,PushT,AdaLN,236,1,0.3459140785748862,0.5757831518636147,0.44537055622922594,0.9983246317762701,343480,,269.13559756700045,,0.0
pusht_stage2c_pred_adaln_depth1_lance_h4_seed236,PushT,AdaLN,236,2,0.4841408635207136,0.6603238833758118,0.5584811295388316,0.9987333182530304,343480,,269.13559756700045,,0.0
pusht_stage2c_pred_adaln_depth1_lance_h4_seed236,PushT,AdaLN,236,3,0.529629212261048,0.6845236502978089,0.5915187058542826,0.9986116668144612,343480,,269.13559756700045,,0.0
pusht_stage2c_pred_adaln_depth1_lance_h4_seed236,PushT,AdaLN,236,4,0.5542526678149867,0.6992274405361254,0.6098704052221628,0.9984846413999274,343480,,269.13559756700045,,0.0
pusht_stage2c_pred_adaln_depth1_lance_h4_seed236,PushT,AdaLN,236,5,0.5679594504849237,0.7093993178574096,0.6216845992090645,0.9983690865713655,343480,,269.13559756700045,,0.0
pusht_stage2c_pred_adaln_depth1_lance_h4_seed236,PushT,AdaLN,236,6,0.5807314151971725,0.718458283619849,0.6333708469990943,0.9982359012895646,343480,,269.13559756700045,,0.0
wall_stage2c_pred_adaln_depth1_lance_h4_seed234,Wall,AdaLN,234,1,0.6812334683338803,0.7965770965798753,0.7351366130320437,0.9254088641037967,343448,,282.28317731699906,,0.0
wall_stage2c_pred_adaln_depth1_lance_h4_seed234,Wall,AdaLN,234,2,0.7838364183459361,0.8636487753756636,0.8203747140486897,0.948646252818268,343448,,282.28317731699906,,0.0
wall_stage2c_pred_adaln_depth1_lance_h4_seed234,Wall,AdaLN,234,3,0.803985095979598,0.8759801800229163,0.8353998915371008,0.9536687832743856,343448,,282.28317731699906,,0.0
wall_stage2c_pred_adaln_depth1_lance_h4_seed234,Wall,AdaLN,234,4,0.8076795196232863,0.8784281544707253,0.8369964756557822,0.9540017033991529,343448,,282.28317731699906,,0.0
wall_stage2c_pred_adaln_depth1_lance_h4_seed234,Wall,AdaLN,234,5,0.8100987804275174,0.8799128076310999,0.8380235937186592,0.9511513964074569,343448,,282.28317731699906,,0.0
wall_stage2c_pred_adaln_depth1_lance_h4_seed234,Wall,AdaLN,234,6,0.8096145370277704,0.87877970256707,0.8363690488543999,0.9452760260684258,343448,,282.28317731699906,,0.0
wall_stage2c_pred_adaln_depth1_lance_h4_seed235,Wall,AdaLN,235,1,0.7013398226144574,0.8074812313452474,0.7486615080095549,0.9166194482226652,343448,,294.1802453860004,,0.0
wall_stage2c_pred_adaln_depth1_lance_h4_seed235,Wall,AdaLN,235,2,0.7842382824773074,0.8662639020661677,0.8189160316551999,0.9372722270878404,343448,,294.1802453860004,,0.0
wall_stage2c_pred_adaln_depth1_lance_h4_seed235,Wall,AdaLN,235,3,0.8027617909953272,0.8792673056400386,0.8330891592804526,0.9384970831736602,343448,,294.1802453860004,,0.0
wall_stage2c_pred_adaln_depth1_lance_h4_seed235,Wall,AdaLN,235,4,0.811507643612309,0.8860154978246765,0.840415805698226,0.9358973212709766,343448,,294.1802453860004,,0.0
wall_stage2c_pred_adaln_depth1_lance_h4_seed235,Wall,AdaLN,235,5,0.8088502814043207,0.8864038548807942,0.8387434524520132,0.9323808832215403,343448,,294.1802453860004,,0.0
wall_stage2c_pred_adaln_depth1_lance_h4_seed235,Wall,AdaLN,235,6,0.8040679110468075,0.8858557953567416,0.8357002914462962,0.9256210914197756,343448,,294.1802453860004,,0.0
wall_stage2c_pred_adaln_depth1_lance_h4_seed236,Wall,AdaLN,236,1,0.7193575890650237,0.8243997497984549,0.7665902427301723,0.9348075514371793,343448,,290.92604316700084,,0.0
wall_stage2c_pred_adaln_depth1_lance_h4_seed236,Wall,AdaLN,236,2,0.8035345140093872,0.8799457807036221,0.837184128250723,0.9466230411349699,343448,,290.92604316700084,,0.0
wall_stage2c_pred_adaln_depth1_lance_h4_seed236,Wall,AdaLN,236,3,0.8169081572228127,0.8885184492502983,0.8472418882174118,0.9428972369634305,343448,,290.92604316700084,,0.0
wall_stage2c_pred_adaln_depth1_lance_h4_seed236,Wall,AdaLN,236,4,0.8145219276789969,0.8878435619614485,0.845361436330901,0.9354744931562328,343448,,290.92604316700084,,0.0
wall_stage2c_pred_adaln_depth1_lance_h4_seed236,Wall,AdaLN,236,5,0.8080026856371061,0.8857403984253044,0.8399144926133477,0.9282837637060734,343448,,290.92604316700084,,0.0
wall_stage2c_pred_adaln_depth1_lance_h4_seed236,Wall,AdaLN,236,6,0.8028111801898745,0.8828187722496671,0.8347982239834797,0.921328752837443,343448,,290.92604316700084,,0.0
